"","X","Participant","imp","Val","Condition","group","in_samples","out_samples","firstSample","In.Est","Out.Est"
"287",287,"R_33xPJuJn22LVOdz","posOutgroup","pos",3,"dem",0,2,0,69,57
"288",288,"R_3CC9lyyH3ieLlmH","posOutgroup","pos",3,"dem",9,7,0,68,53
"289",289,"R_3CDYSiEHd60YDPJ","negOutgroup","neg",3,"dem",11,8,1,66,62
"290",290,"R_3D7tdLBYejGfY1U","negIngroup","neg",3,"dem",10,11,0,75,63
"291",291,"R_3DcgDdq0ToP2FFj","posIngroup","pos",2,"dem",11,11,1,71,68
"292",292,"R_3Dhe8qQZAN4ZV3m","posIngroup","pos",1,"dem",4,3,0,56,60
"293",293,"R_3dKBTVoc90UgH7x","posOutgroup","pos",2,"dem",2,4,1,56,74
"294",294,"R_3DoL8x0jvNRod6J","negOutgroup","neg",2,"dem",2,0,0,52,57
"295",295,"R_3Dq3dCE2hVnrMPv","negOutgroup","neg",2,"dem",2,5,0,68,68
"296",296,"R_3DwtlQbDCrFoHpG","posOutgroup","pos",1,"dem",3,3,0,53,71
"297",297,"R_3dYP16f2NrkcqtS","posIngroup","pos",2,"dem",11,11,0,53,62
"298",298,"R_3e9Knv2hBDznC5B","posIngroup","pos",1,"dem",1,1,0,66,60
"299",299,"R_3EEHHj6z1vo8eOp","posOutgroup","pos",1,"dem",4,3,1,57,67
"300",300,"R_3elCIYD9CvqbMIV","negIngroup","neg",2,"dem",3,3,1,71,66
"301",301,"R_3EMEa8algBteyQB","negIngroup","neg",3,"dem",6,6,0,62,22
"302",302,"R_3EMgDNmAU8wJqEw","posIngroup","pos",1,"dem",5,5,0,65,72
"303",303,"R_3ENkaViscutdoy7","posIngroup","pos",2,"dem",2,2,0,55,49
"304",304,"R_3Et0mNV3Lrj3ao9","negOutgroup","neg",2,"dem",5,5,0,57,37
"305",305,"R_3F2OnY37UTKM8gq","negIngroup","neg",1,"dem",14,11,0,57,56
"306",306,"R_3fJgVXntW4Q5r5G","negIngroup","neg",2,"dem",5,5,0,72,59
"307",307,"R_3fjh5TERtUW2qer","posIngroup","pos",3,"dem",10,10,0,72,72
"308",308,"R_3fl3vz8x11pRNjY","posOutgroup","pos",3,"dem",10,9,1,64,51
"310",310,"R_3fPLD8GtVDYapA0","posIngroup","pos",1,"dem",12,1,0,60,68
"311",311,"R_3fr8YEuKQao1zId","posIngroup","pos",3,"dem",4,4,1,68,92
"312",312,"R_3FUNI5eSzsvjKRl","negOutgroup","neg",2,"dem",2,5,0,57,75
"313",313,"R_3FXa1ngzN0FhPHI","negIngroup","neg",3,"dem",2,3,1,68,59
"314",314,"R_3FXLYX2QIrujjWk","negIngroup","neg",2,"dem",13,12,0,62,56
"315",315,"R_3fZsYywQooUwx9h","posIngroup","pos",2,"dem",7,7,0,84,89
"316",316,"R_3fZxCqvN8OLzbQS","negIngroup","neg",3,"dem",7,7,0,71,50
"317",317,"R_3G3z7q6JK1mdecy","posOutgroup","pos",2,"dem",9,9,1,75,68
"318",318,"R_3GexBMOy5cN5g8F","posOutgroup","pos",2,"dem",1,0,0,70,65
"319",319,"R_3gN5UntmjDx8977","negOutgroup","neg",1,"dem",6,7,0,58,74
"320",320,"R_3h603L9zKybEX1P","negOutgroup","neg",1,"dem",0,5,0,67,64
"321",321,"R_3h6lUGMD1U1kndl","posIngroup","pos",1,"dem",7,6,0,67,75
"322",322,"R_3hArvmo5QAyS92H","negIngroup","neg",3,"dem",8,8,1,72,64
"323",323,"R_3hGVW1nKuWtBxz2","posOutgroup","pos",3,"dem",2,2,0,67,49
"324",324,"R_3HIAgd8tqxIidLW","negOutgroup","neg",2,"dem",7,7,1,59,66
"325",325,"R_3HMRupqVEiX63yy","negIngroup","neg",3,"dem",1,1,1,62,65
"326",326,"R_3I5yt9Yd7j54D8Q","negIngroup","neg",2,"dem",3,0,1,65,65
"327",327,"R_3I6qNyLqpbrDSo1","negIngroup","neg",3,"dem",6,7,0,57,53
"328",328,"R_3I78FCUSxsbsMxj","negOutgroup","neg",3,"dem",3,4,0,70,75
"329",329,"R_3j6Gw1KX4FAJuTE","negIngroup","neg",3,"dem",5,5,1,67,59
"330",330,"R_3j6QufcWr7S1E2V","negIngroup","neg",2,"dem",3,3,1,58,76
"331",331,"R_3JCNY77nW80hbyO","posOutgroup","pos",1,"dem",3,3,1,60,71
"332",332,"R_3JwLbMwK8homHyL","posOutgroup","pos",3,"dem",3,3,0,65,58
"333",333,"R_3JzbFkzqcqCQdCG","posIngroup","pos",2,"dem",11,13,1,55,61
"334",334,"R_3jZj95lsmbOHdTM","posOutgroup","pos",3,"dem",2,2,0,66,80
"335",335,"R_3kAqouVNui8Z9wM","posIngroup","pos",1,"dem",5,5,0,62,60
"336",336,"R_3KJSK2aSEcTzh4v","posOutgroup","pos",3,"dem",12,9,0,52,39
"337",337,"R_3KMUQlUOlmbBchm","negOutgroup","neg",1,"dem",7,7,0,59,65
"338",338,"R_3KNOVYjvn14KcbT","posOutgroup","pos",2,"dem",4,4,1,71,63
"339",339,"R_3KO6zu8zvK6or7T","negIngroup","neg",1,"dem",4,5,1,71,64
"340",340,"R_3KOpozJztvmskVo","negIngroup","neg",1,"dem",6,5,0,71,69
"341",341,"R_3L6fNTgmfOuDZS7","posOutgroup","pos",1,"dem",2,2,0,64,76
"342",342,"R_3l920bDiVjHkvsJ","negIngroup","neg",3,"dem",15,11,0,72,60
"343",343,"R_3LiPR4Lg1xz7Ddn","posIngroup","pos",2,"dem",7,4,0,66,73
"344",344,"R_3lQRgaeMalqbIoE","negIngroup","neg",1,"dem",4,3,0,68,52
"345",345,"R_3lVNNLGMWDjYduK","negOutgroup","neg",3,"dem",1,5,0,71,75
"346",346,"R_3LXTAT0ty1fkKmw","posOutgroup","pos",2,"dem",3,0,0,67,60
"347",347,"R_3M0vSBwKhOrHkae","posOutgroup","pos",2,"dem",15,0,0,61,68
"348",348,"R_3M40QYpATmW82hN","negIngroup","neg",2,"dem",2,2,0,54,71
"349",349,"R_3MboN7ly7cWd4po","negOutgroup","neg",2,"dem",4,4,1,65,44
"350",350,"R_3mf7SnNyWkW03JR","posIngroup","pos",1,"dem",6,6,0,50,60
"351",351,"R_3MFLsty61Oh7HsV","negIngroup","neg",3,"dem",3,1,0,70,63
"352",352,"R_3MhXlGecvwta8MP","posIngroup","pos",1,"dem",1,1,0,60,56
"353",353,"R_3MiftsdJ453XBZJ","negIngroup","neg",3,"dem",2,2,1,75,55
"354",354,"R_3Msdkw4SuluCa5I","negIngroup","neg",1,"dem",1,1,1,65,70
"355",355,"R_3MShjE4Z4DcisBK","negIngroup","neg",3,"dem",5,3,1,60,66
"356",356,"R_3n2Zf3zHt2bfyiQ","negOutgroup","neg",3,"dem",1,5,0,67,70
"357",357,"R_3nC2joU7yx4tCBa","posIngroup","pos",2,"dem",12,12,0,67,54
"358",358,"R_3nc2Q10VAbL9CtU","posOutgroup","pos",3,"dem",5,5,0,61,64
"359",359,"R_3nNamyx2ZpVxKBe","negIngroup","neg",1,"dem",3,2,1,69,61
"360",360,"R_3NQwPPUk66OcV9k","negOutgroup","neg",3,"dem",7,7,1,80,75
"361",361,"R_3nTq6F9xNhPagRW","posOutgroup","pos",1,"dem",6,0,0,66,60
"362",362,"R_3O3synMLBqxugVp","posIngroup","pos",3,"dem",6,6,0,75,52
"363",363,"R_3O9dVANPhBDfFcr","posOutgroup","pos",3,"dem",18,18,0,65,63
"364",364,"R_3Oe2rlRCrgIDnxt","posIngroup","pos",2,"dem",6,6,1,69,62
"365",365,"R_3Ofyg3EIFz0xxET","posIngroup","pos",3,"dem",7,7,0,72,64
"366",366,"R_3OiwqFyH2fcbKoz","negOutgroup","neg",2,"dem",5,5,0,67,62
"367",367,"R_3oLN4Ijsd0U974P","negOutgroup","neg",2,"dem",4,5,0,62,55
"368",368,"R_3oLSYBaJ9IO2yoM","posOutgroup","pos",1,"dem",6,6,0,54,61
"369",369,"R_3p5wqYJfpEVhaYd","posIngroup","pos",2,"dem",6,6,0,70,55
"370",370,"R_3PKWKVKA17BPXYa","posIngroup","pos",2,"dem",15,12,1,85,70
"371",371,"R_3plKe63bfMVdCAE","negOutgroup","neg",1,"dem",5,5,0,62,65
"372",372,"R_3PMg08yZ8FBhfMC","posOutgroup","pos",2,"dem",7,7,0,66,63
"373",373,"R_3PNYej7A7N8goxR","posOutgroup","pos",2,"dem",4,4,1,61,40
"374",374,"R_3PprqCuA88926Fg","posIngroup","pos",1,"dem",8,7,0,51,66
"375",375,"R_3proevqoQN5JyxD","negIngroup","neg",1,"dem",11,10,0,53,39
"376",376,"R_3pshtFpuceKmcpG","negIngroup","neg",1,"dem",11,7,1,58,70
"377",377,"R_3psxMG5KfZvJS0u","negIngroup","neg",1,"dem",10,10,0,56,78
"378",378,"R_3ptjHGyd0xfbyjx","negIngroup","neg",3,"dem",1,1,1,69,63
"379",379,"R_3pyVLxMqz1NtKAF","negOutgroup","neg",2,"dem",1,1,0,65,71
"380",380,"R_3PZiIxj5pypWUPs","negIngroup","neg",1,"dem",5,4,1,71,60
"381",381,"R_3qBEB3jZSPsR51N","negIngroup","neg",1,"dem",2,0,1,45,61
"382",382,"R_3qBsXZonOa0NvQV","posOutgroup","pos",3,"dem",8,8,0,71,63
"383",383,"R_3qg7tvkQghIP0bu","posIngroup","pos",2,"dem",13,0,1,70,44
"384",384,"R_3qII3DDtuxsh24H","posOutgroup","pos",2,"dem",6,6,1,60,66
"385",385,"R_3qJBHSNgo0HZ2Rx","posIngroup","pos",1,"dem",13,17,0,75,74
"386",386,"R_3QlNfZwzOOQeZsl","posIngroup","pos",1,"dem",7,8,0,50,60
"387",387,"R_3qTKYSmyMCGMl8a","negIngroup","neg",2,"dem",2,2,1,65,75
"388",388,"R_3QWO8nPu2oVaHyE","negIngroup","neg",1,"dem",5,5,1,75,65
"389",389,"R_3rGLXATHqTRfZJD","negIngroup","neg",3,"dem",4,4,0,70,50
"390",390,"R_3RmCykuh6SeCLYn","posIngroup","pos",2,"dem",4,2,1,62,62
"391",391,"R_3RsJs1t5AOwSi14","posOutgroup","pos",2,"dem",4,4,0,63,67
"392",392,"R_3rULRFNbNPwg9l8","negOutgroup","neg",1,"dem",3,3,1,80,35
"393",393,"R_3Rxcry2y8pWFCFG","posIngroup","pos",3,"dem",6,6,0,65,49
"394",394,"R_3shv3iJhfY5m52W","posOutgroup","pos",1,"dem",3,2,0,64,72
"395",395,"R_3spmG4OneExPDlW","posIngroup","pos",2,"dem",12,13,1,70,65
"396",396,"R_3W8teT7gcM4cm8V","posOutgroup","pos",1,"dem",7,7,0,60,73
"397",397,"R_40cRWDWRq05PRIJ","negIngroup","neg",1,"dem",3,3,0,55,60
"398",398,"R_41GKTIP2qXCMB3j","posIngroup","pos",3,"dem",5,5,1,70,65
"399",399,"R_4MBlsuD1gnpXwmR","negIngroup","neg",1,"dem",5,4,0,57,72
"400",400,"R_5bgG21eINeUBR2V","negOutgroup","neg",2,"dem",1,1,1,58,64
"401",401,"R_5ncoMJK0AygYzRv","negIngroup","neg",2,"dem",2,0,1,55,65
"402",402,"R_5tBNn08HSR3e0Kt","posIngroup","pos",1,"dem",8,10,0,75,70
"403",403,"R_6JMcoT5ocHqBhND","posOutgroup","pos",2,"dem",4,4,1,54,66
"404",404,"R_6Mg4D3TFOvlFhZL","negOutgroup","neg",1,"dem",0,1,1,68,75
"405",405,"R_6nHImLD0D2A0xJT","negIngroup","neg",1,"dem",4,4,0,42,69
"406",406,"R_6sBWFCZqunzkJPz","posIngroup","pos",2,"dem",7,6,1,69,69
"407",407,"R_6WpZqkWR4anVncR","posIngroup","pos",2,"dem",1,1,0,58,63
"408",408,"R_719LwTwdOM9s2I1","posIngroup","pos",2,"dem",2,2,0,60,50
"409",409,"R_71mXhmilL4jpHax","negIngroup","neg",1,"dem",2,1,0,58,64
"410",410,"R_82JmRXcRYBRzNTP","posIngroup","pos",3,"dem",5,7,0,75,65
"411",411,"R_85OjAUKgRNWY7qp","posIngroup","pos",2,"dem",5,2,1,61,50
"412",412,"R_9GNpTHs5nmZXozf","posIngroup","pos",2,"dem",7,7,1,80,53
"413",413,"R_9pHpRzKObQh6uEp","negIngroup","neg",1,"dem",8,6,1,63,68
"414",414,"R_9uV5SoewtQwQHU5","posOutgroup","pos",2,"dem",5,5,0,50,50
"415",415,"R_a3o7eLbTstWmrK1","negIngroup","neg",1,"dem",3,1,1,65,63
"416",416,"R_A4EifGXO0Bri1sl","negIngroup","neg",3,"dem",5,3,0,71,62
"417",417,"R_a5AmY1OWKnzLTtD","negIngroup","neg",2,"dem",3,3,0,47,42
"418",418,"R_a9pvkhoxafH9vTb","posOutgroup","pos",2,"dem",3,3,1,77,65
"419",419,"R_AhxyQdDpMHxdfCF","negOutgroup","neg",1,"dem",7,7,1,71,60
"420",420,"R_ApU1W7vEyCSTFuh","posOutgroup","pos",3,"dem",7,7,1,70,72
"421",421,"R_bCOIXT1OPMkX053","posIngroup","pos",2,"dem",10,10,0,72,61
"422",422,"R_bCq7AEqXgaks8aR","posIngroup","pos",3,"dem",5,5,0,58,58
"423",423,"R_BJt29ApHpPqxmkV","posOutgroup","pos",1,"dem",50,0,0,66,69
"424",424,"R_bKF3j0O2sVTBHr3","negOutgroup","neg",2,"dem",4,3,1,65,65
"425",425,"R_blytpCy0KdD18B3","posOutgroup","pos",3,"dem",3,3,0,72,68
"426",426,"R_bQrFWeDRG9UNod3","posOutgroup","pos",3,"dem",7,6,0,80,65
"427",427,"R_BRQwxcCJXPCpAm5","negOutgroup","neg",2,"dem",5,3,1,60,69
"428",428,"R_C90FcuTcbqAT1m1","posIngroup","pos",2,"dem",5,5,1,74,50
"429",429,"R_C9rVNWPjWesRjMt","negOutgroup","neg",3,"dem",5,5,0,75,70
"430",430,"R_CgFPBdn58UQ02LT","posIngroup","pos",1,"dem",5,5,0,67,66
"431",431,"R_cH2XANMA3qOincd","posOutgroup","pos",1,"dem",9,8,0,63,66
"432",432,"R_cSEFibr5NGJ63df","posOutgroup","pos",2,"dem",3,3,0,68,61
"433",433,"R_cx0nQOj23wsqC8F","negOutgroup","neg",1,"dem",6,6,0,59,67
"434",434,"R_D1TJgtUBU54inHb","negOutgroup","neg",1,"dem",15,14,1,65,68
"435",435,"R_d54mRazKCgxpuh3","posOutgroup","pos",1,"dem",4,7,0,58,58
"436",436,"R_D5Bqb51vsVsPZER","posIngroup","pos",3,"dem",3,3,0,72,59
"437",437,"R_D81WmlpZKRhIDvP","posIngroup","pos",1,"dem",6,6,1,65,69
"438",438,"R_dmaJAIq7hrgjlpT","posOutgroup","pos",1,"dem",6,5,1,60,70
"439",439,"R_eb5A5c6IvvFa3Sx","negIngroup","neg",3,"dem",2,2,0,65,60
"440",440,"R_eeZbBt3JgX0lqal","posOutgroup","pos",1,"dem",4,4,0,64,74
"441",441,"R_eJNAtbMYxtY6YKt","negOutgroup","neg",3,"dem",5,5,1,62,58
"442",442,"R_eqynR3wQE5Oavfj","negIngroup","neg",2,"dem",4,4,1,54,71
"443",443,"R_eWktFKJwuaE7ySZ","negOutgroup","neg",1,"dem",8,5,0,62,61
"444",444,"R_O8pGsb5dUtTItoJ","posOutgroup","pos",3,"dem",2,2,0,71,62
"445",445,"R_OO0rvrEMbzVLA9H","posIngroup","pos",1,"dem",5,3,1,47,63
"446",446,"R_OOrllyd6L3I7vNv","posOutgroup","pos",3,"dem",5,5,0,65,40
"447",447,"R_OPRrKDlSPRWlVXr","posIngroup","pos",1,"dem",4,0,0,65,60
"448",448,"R_OrFPh3VC9QMs5mp","posIngroup","pos",3,"dem",1,1,0,80,60
"449",449,"R_Os2qDbzXdUbkbTj","posIngroup","pos",1,"dem",4,4,0,68,65
"450",450,"R_Oy9qlVtfcj9bZS1","negOutgroup","neg",1,"dem",8,7,1,66,73
"451",451,"R_oZCfEcSgNAc2nzr","negIngroup","neg",2,"dem",3,2,0,70,80
"452",452,"R_p3hCOxxoyKb53gJ","negIngroup","neg",3,"dem",5,5,1,65,55
"453",453,"R_pF3mVdpd440CJR7","posOutgroup","pos",2,"dem",4,3,0,58,68
"454",454,"R_PHbTJAldYhDLAyZ","negIngroup","neg",1,"dem",5,5,1,58,68
"455",455,"R_PHvIPkohtVQ6HND","posOutgroup","pos",1,"dem",10,10,0,60,62
"456",456,"R_piSupwpkXJyREpr","posIngroup","pos",3,"dem",7,9,0,70,64
"457",457,"R_pJAwOhX5YRDaAZb","negOutgroup","neg",1,"dem",11,0,1,56,67
"458",458,"R_plKYGAEG4LCHEDD","posOutgroup","pos",3,"dem",6,5,0,50,65
"459",459,"R_poaNEfRdqOjuocp","posIngroup","pos",3,"dem",7,7,0,53,42
"460",460,"R_psGmGHi0tkdxvCF","negIngroup","neg",3,"dem",3,3,0,62,62
"461",461,"R_qLreqjDA3h5qYGB","negIngroup","neg",2,"dem",6,6,1,68,63
"462",462,"R_Qoc2tpfncNg2lnH","posOutgroup","pos",1,"dem",6,7,0,69,68
"463",463,"R_qQ46Tv1SyqEtyoN","posIngroup","pos",2,"dem",1,1,1,58,62
"464",464,"R_R35kzAkW255DHUJ","negIngroup","neg",1,"dem",3,3,0,70,75
"465",465,"R_r3yJhftgkcJx9gl","posOutgroup","pos",1,"dem",9,9,0,63,57
"466",466,"R_r6Jx2ERTEtFh7i1","posIngroup","pos",3,"dem",4,4,0,60,50
"467",467,"R_RDC2GaDLtrG4Iwh","negOutgroup","neg",2,"dem",4,3,0,65,33
"468",468,"R_rjUtQOZJFfeHKOB","negIngroup","neg",1,"dem",4,4,1,52,64
"469",469,"R_RkIN4DJ9j3UjDoJ","negIngroup","neg",3,"dem",4,4,1,59,55
"470",470,"R_RmDOf2aNukbF45P","negOutgroup","neg",2,"dem",12,9,0,59,65
"471",471,"R_RQYMUe0unDCUnHr","negOutgroup","neg",3,"dem",6,7,1,50,61
"472",472,"R_RzaGXF3fwIbETS1","negIngroup","neg",1,"dem",5,5,1,60,65
"473",473,"R_SAZlbgOXUQ2YyU9","negIngroup","neg",1,"dem",10,7,1,60,65
"474",474,"R_SCqpWBVxjGGIVKp","posIngroup","pos",3,"dem",1,4,0,78,68
"475",475,"R_SDZcQqx2PdJm2Bz","negOutgroup","neg",2,"dem",1,1,1,67,76
"476",476,"R_SIFoos8sTv0C5HP","posIngroup","pos",1,"dem",7,0,1,55,65
"477",477,"R_SIrT9WnzejsJLI5","posOutgroup","pos",3,"dem",4,0,0,69,54
"478",478,"R_T6Ort1JX8WJhAyd","negOutgroup","neg",2,"dem",11,11,1,67,64
"479",479,"R_TcqHjMizZxlfqXT","posOutgroup","pos",2,"dem",5,5,1,72,62
"480",480,"R_tGJbm0EdT4iZOHT","posOutgroup","pos",2,"dem",4,3,0,78,63
"481",481,"R_tWB0O0OKTMQyzVn","posIngroup","pos",2,"dem",0,2,0,72,53
"482",482,"R_u3UUyaYgzZ7Wohz","negIngroup","neg",2,"dem",1,3,1,60,65
"483",483,"R_u4XxlhPt8TYgvgB","posOutgroup","pos",1,"dem",2,1,1,88,55
"484",484,"R_ueHzLuUPlYJC0XT","posOutgroup","pos",1,"dem",9,9,0,92,9
"485",485,"R_UhjbypJnu5kaveN","posOutgroup","pos",3,"dem",4,4,0,63,60
"486",486,"R_uq6P9XVgaS7wm7D","negIngroup","neg",1,"dem",1,1,1,59,72
"487",487,"R_UQoaBgCGUikWiEV","posOutgroup","pos",1,"dem",5,5,0,82,61
"488",488,"R_UshPqUQtwXMXGed","negIngroup","neg",1,"dem",5,3,0,72,60
"489",489,"R_utcP3sWjyGkdP45","posOutgroup","pos",3,"dem",9,9,0,72,65
"490",490,"R_UubbynDhKDPIUiR","posOutgroup","pos",1,"dem",1,1,0,70,60
"491",491,"R_UWQe3hP4lZxXo0F","posOutgroup","pos",2,"dem",6,7,0,76,31
"492",492,"R_uzaNlEfsxS2xFWp","negIngroup","neg",2,"dem",3,2,1,68,64
"493",493,"R_VQhlqh8wrOcRhap","negOutgroup","neg",2,"dem",5,5,0,64,63
"494",494,"R_vwpJqvy6i2fi1fr","posOutgroup","pos",1,"dem",8,8,0,57,44
"495",495,"R_W3AIhUmPDbOM2EF","posIngroup","pos",1,"dem",9,9,0,65,72
"496",496,"R_w6Ryo6Dt30w7exz","negIngroup","neg",2,"dem",4,2,0,55,64
"497",497,"R_Wc9ZJhE5sOqHMgV","negOutgroup","neg",3,"dem",0,1,1,66,66
"498",498,"R_WcG316tiQ07Ra5X","posIngroup","pos",1,"dem",5,4,0,63,74
"499",499,"R_wNQD1gljVWmF8jf","posOutgroup","pos",3,"dem",5,4,0,76,40
"500",500,"R_wUmUueBbXKN2IOl","negOutgroup","neg",3,"dem",3,3,0,75,60
"501",501,"R_WxtRBA04Mtq9Bxn","negOutgroup","neg",1,"dem",2,2,0,44,70
"503",503,"R_XAhlCaEnCulwaDT","negOutgroup","neg",3,"dem",3,3,1,65,60
"504",504,"R_XFBdS9Ih0P0G1LH","posOutgroup","pos",2,"dem",5,5,0,65,65
"505",505,"R_xg8bLLy9NUo4V1v","negIngroup","neg",2,"dem",2,3,1,70,64
"506",506,"R_XiymaXyAEVonvWN","posOutgroup","pos",3,"dem",5,5,0,69,61
"507",507,"R_yIpIuOvFjUgMDBf","posIngroup","pos",1,"dem",4,4,0,60,50
"508",508,"R_yIsGjhByYblLsTD","negIngroup","neg",3,"dem",6,6,0,56,62
"509",509,"R_YPji2AGZT2mHZyF","negOutgroup","neg",3,"dem",3,3,0,54,70
"510",510,"R_ypZV7xE1yY8X2pz","posIngroup","pos",3,"dem",5,5,0,59,71
"511",511,"R_yz1y521yPNxOLex","negIngroup","neg",3,"dem",6,5,0,75,65
"512",512,"R_Z1AFprYqVL4iP6h","posOutgroup","pos",2,"dem",7,7,1,75,65
"513",513,"R_z2aYyOsG4RGCEAV","posOutgroup","pos",1,"dem",7,5,0,55,72
"514",514,"R_Z3OEQYeZF6ljWQF","negIngroup","neg",3,"dem",5,3,1,76,71
"515",515,"R_Z4R1t2E7060hX9f","negOutgroup","neg",3,"dem",3,4,1,64,73
"516",516,"R_ZJmAo2WSgeBf6xP","negOutgroup","neg",1,"dem",5,5,0,70,74
"517",517,"R_Zk7xolOze1bZFcJ","posIngroup","pos",1,"dem",0,4,0,70,75
"518",518,"R_ZKQOPuAgOuRpKCJ","posOutgroup","pos",3,"dem",18,12,0,69,67
"519",519,"R_ZsIMO8M6iZWdHzz","negIngroup","neg",3,"dem",3,3,0,85,65
"520",520,"R_ZyNSns5U6FDjqw1","negOutgroup","neg",1,"dem",11,11,1,78,69
"521",521,"R_02Hhh7veZ8JOIpz","negIngroup","neg",1,"rep",1,1,1,67,67
"522",522,"R_0eTPLeY7hm5Uq1H","posIngroup","pos",1,"rep",9,9,1,67,63
"523",523,"R_0P3rbQpYijrTLLH","posOutgroup","pos",2,"rep",9,8,0,60,60
"524",524,"R_10AhQy4Sd75ADly","negIngroup","neg",3,"rep",10,10,0,60,50
"525",525,"R_10DIGYpocGhyOD7","negIngroup","neg",2,"rep",0,7,1,49,63
"527",527,"R_10uODdzalMZJLag","posOutgroup","pos",3,"rep",6,4,0,29,49
"528",528,"R_110IymGlQfgUcxs","posOutgroup","pos",2,"rep",3,1,0,69,52
"529",529,"R_111NvQ58KZiWINi","posOutgroup","pos",1,"rep",2,0,0,64,70
"530",530,"R_1179q3OHTkP8Hsv","negIngroup","neg",1,"rep",2,2,1,50,75
"531",531,"R_11dyswiTUm78Y5F","negIngroup","neg",2,"rep",2,1,0,58,66
"532",532,"R_11iP7BYbWHtMRBq","posOutgroup","pos",1,"rep",8,9,0,89,77
"533",533,"R_11j7x4zkGRGJayu","negIngroup","neg",3,"rep",4,6,1,60,64
"534",534,"R_12AxGywo8Nkxq09","negOutgroup","neg",1,"rep",2,0,1,61,60
