"","X","Participant","honesty_Q","totMturkStudies","totEconStudies","totPsychStudies","age","gender","education","income","Pol.Affil","threat1","threat2","Q1350","Q.B_P.status_1","Q.B_P.status_2","imp","Val","Condition","HH","EX","Att","NFC","ethnicity","group","n_trials","in_samples","out_samples","In.Est","Out.Est"
"739",739,"R_2rHGYTKZ7KBUNMh",7,"98","3","11",31,1,4,7,7,5,3,7,40,80,"negOutgroup","neg",2,3.4,5.8,1,4.05882352941176,1,"rep",8,4,4,40,40
"740",740,"R_2robSJCtMKRXXj5",5,"823","30","20",27,1,4,7,7,1,1,7,80,47,"negOutgroup","neg",3,3.6,4.8,0,4.58823529411765,0,"rep",8,8,0,60,67
"741",741,"R_2Sie5bna5YFblR4",5,"960","20","20",30,1,4,7,5,6,6,5,84,71,"negIngroup","neg",1,4.2,3.9,1,2.70588235294118,0,"rep",2,1,1,58,81
"742",742,"R_2SJP4j8Up0nP0YY",3,"250","150","50",27,0,4,0,7,7,6,3,15,100,"negOutgroup","neg",1,4.4,4,1,2.23529411764706,0,"rep",7,5,2,68,74
"744",744,"R_2sTsYdOYQKxiTNV",5,"40300","1000","1200",50,0,4,7,7,1,1,6,45,66,"posOutgroup","pos",2,NA,NA,0,3.23529411764706,0,"rep",4,2,2,67,69
"745",745,"R_2t0dWIkm4nlnU2Y",5,"55","14","15",27,0,4,2,7,5,6,5,54,85,"posOutgroup","pos",3,4.1,3.7,1,3.47058823529412,0,"rep",6,3,3,48,82
"746",746,"R_2t5pGRCcLSeNPxO",7,"300","10","20",32,1,2,5,6,4,4,5,40,60,"posIngroup","pos",3,5.3,3.9,1,4.41176470588235,0,"rep",7,4,3,69,60
"747",747,"R_2tbbQ9mxbBTWecO",6,"700","150","200",36,0,2,4,5,4,4,3,62,71,"posOutgroup","pos",3,4.7,5.2,1,2.88235294117647,0,"rep",6,3,3,78,53
"748",748,"R_2tGqIHf3Zwb9cbA",7,"50","10","10",40,0,2,7,6,5,3,6,13,75,"negOutgroup","neg",3,5.4,6.7,0,4.52941176470588,0,"rep",6,3,3,75,61
"749",749,"R_2trOo4VpyshqXRb",6,"739","unknown","unknown",42,0,7,7,5,5,5,6,76,21,"negIngroup","neg",1,3.9,5.3,1,3.76470588235294,0,"rep",10,5,5,71,65
"750",750,"R_2U4QmKpievlEBd2",3,"543","40","52",29,1,4,4,7,5,6,5,47,84,"negOutgroup","neg",3,4.9,4.2,1,2.70588235294118,0,"rep",7,3,4,84,57
"751",751,"R_2uD7sxlJHa5XDAJ",6,"30","3","5",24,1,4,5,6,3,1,7,100,40,"posOutgroup","pos",3,4.5,3.9,1,3.47058823529412,1,"rep",24,24,0,68,60
"752",752,"R_2uHEiKIA4S5jpp2",6,"1000","100","500",36,1,3,7,6,3,3,5,85,71,"posIngroup","pos",3,4.9,5.2,1,3.76470588235294,0,"rep",5,3,2,66,63
"753",753,"R_2UhHltQnjQB4zND",6,"500","100","100",35,1,1,3,7,7,1,7,80,70,"posOutgroup","pos",1,4.3,5.4,1,3,0,"rep",4,2,2,86,72
"754",754,"R_2uPrxbK15UynJbc",5,"120","10","50",26,0,4,2,6,6,6,5,75,65,"posOutgroup","pos",1,4.4,4.2,2,2.70588235294118,0,"rep",9,6,3,67,76
"755",755,"R_2uWF9gT2sjWGDLf",6,"6500","3500","2500",47,0,4,7,5,5,5,5,67,67,"negIngroup","neg",1,5.2,4.9,1,3.29411764705882,1,"rep",1,1,0,55,64
"756",756,"R_2uX9YZWuk00DbrI",7,"4000","500","1000",49,0,3,5,6,3,4,6,41,65,"posOutgroup","pos",1,3.5,4.6,0,4.11764705882353,0,"rep",7,0,7,68,56
"757",757,"R_2vcYEx5oZseAtqZ",6,"2000","70","100",34,0,4,0,5,2,3,5,67,42,"negOutgroup","neg",1,5.5,5.4,0,2.76470588235294,0,"rep",1,0,1,77,46
"758",758,"R_2VO8eCmMxQT6Mnz",7,"625","2","250",49,0,5,6,6,1,1,7,50,50,"posIngroup","pos",2,5.5,NA,0,2.88235294117647,0,"rep",4,2,2,75,43
"759",759,"R_2Vyj5Ug9YcIA6cr",4,"2000","150","200",38,1,2,2,5,2,2,6,40,67,"posOutgroup","pos",1,4.9,3,1,3.35294117647059,0,"rep",10,2,8,42,76
"761",761,"R_2wAhKqBnB0rubPc",7,"100","5","2",27,0,5,6,7,7,7,7,84,88,"posIngroup","pos",1,4.4,4.3,1,2.52941176470588,0,"rep",9,5,4,92,70
"762",762,"R_2wBUI1xPtwvtt0w",6,"700","100","200",45,0,5,2,5,5,6,5,20,80,"negIngroup","neg",2,4.5,2.8,0,3.35294117647059,1,"rep",16,9,7,76,67
"763",763,"R_2wM6NPatPj67foa",4,"500","5","45",53,0,1,2,7,3,3,5,23,100,"posIngroup","pos",2,4.7,4.3,1,3.29411764705882,0,"rep",3,1,2,87,86
"765",765,"R_2wt8dpi4eataaRP",6,"10000","1000","1000",40,1,5,7,7,4,4,5,100,100,"posIngroup","pos",2,5.1,5.2,0,4.52941176470588,0,"rep",2,1,1,55,65
"766",766,"R_2X0qc0XwH98mrlM",6,"120","50","10",45,1,3,5,5,2,2,5,37,69,"posIngroup","pos",2,4.7,4.2,1,3.41176470588235,0,"rep",50,33,17,70,53
"767",767,"R_2X4FkwW5p7jeTqg",2,"1815","500","1000",36,0,2,2,7,1,1,2,28,53,"posIngroup","pos",3,5.6,4.8,1,3.41176470588235,0,"rep",8,4,4,63,59
"768",768,"R_2XaeX5D79f42hCX",7,"50","10","40",31,1,4,7,7,5,5,1,60,80,"negOutgroup","neg",2,2.9,6.4,1,4.52941176470588,0,"rep",50,20,30,18,20
"769",769,"R_2y32Xr32D7W3GhK",6,"700","250","250",41,0,1,2,6,4,4,4,61,62,"posOutgroup","pos",3,5.3,4.1,0,3.29411764705882,0,"rep",12,6,6,60,60
"770",770,"R_2y3YoH482Pp0lW2",6,"55","10","10",28,1,4,6,5,6,5,6,81,72,"negOutgroup","neg",2,4.8,4.7,1,2.35294117647059,0,"rep",2,2,0,85,78
"771",771,"R_2y76Ore1RPJhbrU",6,"300","3","20",55,0,2,0,6,5,4,4,93,36,"negIngroup","neg",3,5.6,NA,0,2.70588235294118,0,"rep",9,6,3,86,38
"772",772,"R_2ya1ndRRF2ZXFKw",5,"5","4","5",29,1,4,3,6,5,6,6,63,39,"negOutgroup","neg",2,3.9,4.1,2,2.94117647058824,0,"rep",1,1,0,36,47
"773",773,"R_2YDJ3klpfYkFOqR",5,"20","3","8",21,0,3,5,6,5,5,5,81,64,"negOutgroup","neg",3,4.2,4.3,1,2.94117647058824,0,"rep",14,11,3,61,72
"774",774,"R_2yse6TNPVJIlvNc",6,"1850","100","150",28,1,4,5,6,4,4,6,30,55,"negIngroup","neg",2,3.8,4.3,1,3.82352941176471,0,"rep",11,0,11,53,65
"775",775,"R_2YtFNgCzcQn1nRx",6,"1600","500","500",42,0,3,7,6,2,3,5,30,80,"posIngroup","pos",3,3,5,0,2.58823529411765,0,"rep",16,8,8,65,51
"776",776,"R_2ziiMo9dN6ZA5R4",5,"10000","200","200",22,0,4,7,5,6,6,5,77,18,"negIngroup","neg",1,4.1,3.4,1,4.11764705882353,1,"rep",12,6,6,55,50
"777",777,"R_2zklKZ3uQXTGFfN",6,"20","0","4",27,1,4,3,6,4,4,1,50,50,"posIngroup","pos",1,5.6,5.2,1,3.64705882352941,0,"rep",9,5,4,65,65
"778",778,"R_2zPiS8tIBxEtEZt",6,"50","3","2",58,0,2,7,5,4,4,6,51,51,"posOutgroup","pos",2,4.9,5.8,0,2.64705882352941,0,"rep",4,2,2,66,66
"779",779,"R_2ztG2mErOuF3ul5",3,"1000","400","300",28,0,5,6,6,5,4,5,83,70,"posOutgroup","pos",2,3.9,3.5,2,2.94117647058824,1,"rep",7,3,4,87,71
"780",780,"R_2ZWHnmM90jTSXU0",5,"1000","300","300",39,1,4,7,6,2,2,6,39,62,"posIngroup","pos",1,4.9,5.8,1,3.82352941176471,0,"rep",3,3,0,51,66
"781",781,"R_302gMdGmUbKr8bE",7,"25000","15000","10000",44,0,1,6,7,1,1,7,25,85,"posOutgroup","pos",1,4.3,2.6,0,2.05882352941176,0,"rep",2,1,1,70,50
"782",782,"R_30uxk8vEbntFB79",6,"14400","200","1000",22,0,4,7,5,7,7,6,78,14,"negOutgroup","neg",2,4.5,2.5,0,4,1,"rep",6,3,3,72,64
"783",783,"R_31Fci76x37JfLNH",5,"300","1","10",46,0,1,1,5,6,5,6,71,68,"posOutgroup","pos",1,4,4.5,1,2.82352941176471,0,"rep",10,5,5,76,58
"784",784,"R_31gFYngP3UIOI5v",7,"700","2","10",30,0,2,2,6,1,1,6,19,81,"negOutgroup","neg",1,4.5,5.4,0,4.17647058823529,0,"rep",26,13,13,73,93
"785",785,"R_31o0JBqUfCGjBgd",6,"3100","500","200",28,1,2,2,5,7,1,5,13,80,"posOutgroup","pos",2,5.4,6.2,1,3,1,"rep",13,6,7,70,81
"786",786,"R_325B3AZzlIj3mPN",7,"1000","20","800",45,0,2,7,6,1,1,5,15,90,"negIngroup","neg",1,4.2,5.2,0,1.23529411764706,0,"rep",2,1,1,75,65
"787",787,"R_32K0ArUrtQ14fkN",5,"22100","1000","1000",42,0,2,7,7,1,1,7,27,78,"negOutgroup","neg",3,3.3,5.9,0,4.35294117647059,0,"rep",10,5,5,86,51
"788",788,"R_33BG9W7M98oYcjS",7,"150","30","30",58,0,2,3,6,1,1,7,32,74,"posIngroup","pos",3,5,6.1,1,4.52941176470588,0,"rep",3,0,3,72,65
"789",789,"R_3CDG7ymyFMezt2S",5,"50","20","15",55,0,2,1,6,3,4,3,70,93,"negOutgroup","neg",2,4.7,3.3,1,2.41176470588235,0,"rep",10,5,5,60,60
"790",790,"R_3CEhY1CzVr2uQCH",5,"500","1","5",37,0,3,6,5,4,3,7,40,75,"posOutgroup","pos",2,4.4,5.2,0,3.88235294117647,0,"rep",1,0,1,50,72
"791",791,"R_3CTmejwJXiT1NEt",6,"365","25","15",28,1,4,4,5,3,6,5,47,85,"posOutgroup","pos",2,3.8,4.3,1,3.17647058823529,0,"rep",8,4,4,77,39
"792",792,"R_3DBUoOrxz88dF5L",7,"10000","200","10",28,0,3,5,7,2,2,5,17,86,"posOutgroup","pos",1,4.9,5.8,0,4.05882352941176,0,"rep",6,3,3,50,63
"793",793,"R_3DcjqbFnCJakg1Y",7,"over 2500","800","1300",45,0,2,6,6,4,4,4,52,53,"negIngroup","neg",2,5.1,4.2,1,3.41176470588235,0,"rep",2,0,2,63,54
"794",794,"R_3DiquXsHk8PkvAw",6,"400","30","2",22,0,4,5,7,3,2,2,19,83,"posOutgroup","pos",2,2.5,5.4,1,3.58823529411765,0,"rep",7,3,4,76,60
"795",795,"R_3DjOwhw24j2Ak9F",5,"300","25","20",57,0,4,7,5,5,2,6,50,50,"negIngroup","neg",1,5.1,6.1,1,3.58823529411765,0,"rep",12,6,6,72,72
"796",796,"R_3DqCO7hDegnvBnt",7,"1000","250","100",32,1,4,4,6,1,2,6,81,19,"posIngroup","pos",2,4.5,4.3,1,3.82352941176471,0,"rep",11,5,6,78,63
"797",797,"R_3dY2o28Wm7aIB8t",5,"100","30","70",33,0,4,7,6,2,2,6,40,50,"posOutgroup","pos",1,5.2,3.2,0,3.76470588235294,0,"rep",5,0,5,50,71
"798",798,"R_3dYUOtG0hNueT9N",6,"1558","100","250",38,1,2,1,5,3,1,5,81,58,"negOutgroup","neg",1,3.3,5.4,0,4.23529411764706,1,"rep",4,4,0,74,67
"799",799,"R_3dZ0aZk8h3MAoqx",6,"152000","I can say unknown varies per day.","I can say unknown varies per day.",41,1,3,0,6,6,6,6,94,88,"negOutgroup","neg",3,4.1,5.4,2,2.94117647058824,1,"rep",14,9,5,93,100
"800",800,"R_3e4SVmIYjzly19T",6,"3","4","1",27,0,5,5,6,6,5,6,88,80,"posIngroup","pos",3,4.3,4.4,2,2.52941176470588,0,"rep",4,3,1,67,77
"801",801,"R_3eazpNepxmMRTIc",5,"265","25","35",28,1,5,4,5,6,3,4,64,84,"posOutgroup","pos",1,4.3,4.4,1,2.52941176470588,0,"rep",10,5,5,91,60
"802",802,"R_3egCwNDK2qrbQKq",6,"150","2","2",25,0,5,7,6,6,5,6,76,85,"negOutgroup","neg",2,4.2,4.3,1,2.47058823529412,0,"rep",3,3,0,88,70
"803",803,"R_3EiZ4THQAMF6k13",7,"10000","20","10",28,0,3,5,7,3,2,5,39,75,"negIngroup","neg",2,5.4,5.7,0,3.94117647058824,0,"rep",4,2,2,72,60
"804",804,"R_3envJBvQrp7Az35",6,"35000","500","500",55,0,4,7,6,4,4,7,80,40,"negOutgroup","neg",1,5.1,3.7,0,3.35294117647059,0,"rep",8,4,4,75,50
"805",805,"R_3er9iWBnnoGvqWW",5,"100000","250","50000",48,0,1,7,6,5,4,5,73,74,"negOutgroup","neg",1,3.5,4.9,1,3.23529411764706,0,"rep",8,4,4,64,69
"806",806,"R_3Esys7ohR0SvTuJ",7,"3500","300","500",39,1,4,7,5,2,3,6,50,25,"negOutgroup","neg",3,4.8,4.3,0,3.82352941176471,1,"rep",11,6,5,77,70
"807",807,"R_3etrdJF6LRTCXEC",7,"1200","10","12",60,0,2,2,7,2,3,7,71,40,"posIngroup","pos",1,5.8,4.8,0,4.64705882352941,0,"rep",7,2,5,60,67
"808",808,"R_3EXTD11z0zf2suA",3,"1000","250","200",54,1,6,7,6,1,1,4,51,41,"negIngroup","neg",3,4.5,4.5,1,4.64705882352941,0,"rep",4,2,2,73,60
"809",809,"R_3fxFjNGsCiHZp6c",6,"600","100","300",67,1,4,7,6,2,2,5,50,50,"posIngroup","pos",2,4.9,3.9,1,3.82352941176471,NA,"rep",8,4,4,61,71
"810",810,"R_3G3xFKo3K5ybPrw",7,"1900","60","60",54,1,4,7,6,3,3,6,50,50,"posOutgroup","pos",2,5.1,4.4,0,3.82352941176471,0,"rep",26,0,26,63,63
"811",811,"R_3G6OMsNxV7YMs0L",6,"9738","25","10",62,1,6,7,7,1,1,7,39,61,"posOutgroup","pos",3,4.7,4.7,0,3.58823529411765,0,"rep",12,6,6,65,60
"812",812,"R_3Gj3w9zY4TR6JBE",7,"6000","200","500",66,0,2,4,5,4,3,6,57,57,"posOutgroup","pos",3,5.4,4.5,1,2.41176470588235,0,"rep",2,2,0,55,59
"813",813,"R_3gNkY6302hvSRBj",7,"150","100","100",27,1,5,7,6,6,5,6,91,77,"posOutgroup","pos",1,4.3,NA,1,2.82352941176471,0,"rep",4,0,4,70,83
"814",814,"R_3gRukVI4ApgtX7J",5,"300","3","10",46,1,5,6,6,3,3,6,78,79,"posIngroup","pos",1,5.2,NA,2,3.94117647058824,1,"rep",7,4,3,63,75
"815",815,"R_3Gwi0AdT0I9tbKq",6,"2300","25","100",63,0,3,7,6,3,3,6,50,50,"negIngroup","neg",1,5.6,5.3,0,3.64705882352941,0,"rep",3,2,1,63,75
"816",816,"R_3GxNHNCx6CuXeoo",6,"6500","10","20",38,0,2,4,6,3,2,5,51,54,"posIngroup","pos",2,3.5,3.6,0,2.17647058823529,0,"rep",13,5,8,54,64
"817",817,"R_3HAEywWeekr7W84",5,"3000","100","100",35,1,2,3,6,1,1,7,40,60,"posOutgroup","pos",3,4,3.8,0,2.88235294117647,0,"rep",10,5,5,71,63
"818",818,"R_3hF29QOoPJTnU9n",7,"15","5","5",33,1,3,2,5,7,5,4,67,91,"posIngroup","pos",3,3.5,4.1,1,4.70588235294118,0,"rep",4,2,2,74,51
"819",819,"R_3hG8bdobk1IZmD3",5,"9600","3000","6000",23,0,4,4,5,2,3,5,50,60,"negOutgroup","neg",1,4.2,4.1,1,3.47058823529412,0,"rep",3,2,1,60,65
"820",820,"R_3Hk6SgMWfGDY34a",6,"13000","200","1000",44,0,4,7,5,4,4,5,60,55,"negOutgroup","neg",3,5.2,4.9,1,4.17647058823529,0,"rep",50,39,11,65,68
"821",821,"R_3hmrtaNXCrjgHOz",6,"1500","500","700",32,1,4,1,7,4,2,6,71,60,"posOutgroup","pos",1,5.3,3,0,3.82352941176471,0,"rep",9,4,5,65,78
"822",822,"R_3Hnt5I4l50nkanH",7,"40","50","10",27,0,5,4,7,7,7,7,89,83,"negOutgroup","neg",3,4.1,4.2,1,NA,0,"rep",13,7,6,59,71
"823",823,"R_3HpQa1DVqHX2dQD",6,"1500","500","650",42,0,3,7,6,3,4,5,30,70,"posIngroup","pos",3,3.3,4.8,0,2.76470588235294,0,"rep",2,2,0,75,60
"824",824,"R_3HRolCuw39zQWv4",7,"2500","300","500",28,1,4,4,7,6,7,6,71,51,"negIngroup","neg",1,4.1,4.5,1,2.47058823529412,0,"rep",12,6,6,51,72
"825",825,"R_3hrvNS0ythWqocA",7,"300","10","30",32,1,2,5,6,4,4,5,40,60,"posIngroup","pos",3,4.3,4.2,1,4.52941176470588,0,"rep",15,7,8,65,60
"826",826,"R_3HTSAxWax5Nc5Ja",7,"1,000","30","250",51,0,4,7,5,4,4,2,40,60,"negIngroup","neg",3,5.8,5.4,0,3.64705882352941,0,"rep",8,4,4,70,60
"827",827,"R_3hu4drDEpZpEi6I",7,"1500","750","450",27,0,5,6,6,6,7,6,88,80,"negOutgroup","neg",2,4.5,4.7,1,2.23529411764706,0,"rep",29,14,15,87,90
"828",828,"R_3hygSJ7lwqGDwsO",6,"2500","10","10",42,0,2,7,6,4,4,6,50,50,"posIngroup","pos",2,5.5,4.8,0,3.64705882352941,0,"rep",50,34,16,73,71
"829",829,"R_3Ia9gfHbmVx0SPO",6,"2500","300","500",28,1,4,3,7,6,6,6,47,72,"posIngroup","pos",3,4.2,4.7,1,2.35294117647059,0,"rep",9,4,5,72,48
"830",830,"R_3iDqJnh2szxRQNG",6,"47000","500","300",65,0,1,5,5,6,5,6,71,88,"posOutgroup","pos",2,5.2,5.2,0,2.47058823529412,0,"rep",4,2,2,59,80
"831",831,"R_3iEHsOuwwe9Stjl",4,"9500","1000","1000",28,0,1,7,6,3,3,4,50,55,"negIngroup","neg",1,4.6,4.4,0,NA,0,"rep",6,3,3,65,65
"832",832,"R_3iHVV2juqcB8U74",5,"2100","100","200",35,1,1,6,5,6,5,5,75,60,"posIngroup","pos",1,4.3,4.3,1,2.76470588235294,0,"rep",6,3,3,66,85
"833",833,"R_3iLjk2ufFvjKmL2",5,"100","4","40",45,1,4,3,5,7,7,6,100,0,"posOutgroup","pos",2,2.8,5.4,0,4.76470588235294,1,"rep",10,5,5,61,71
"834",834,"R_3iO3EaFbN6Dx6qJ",7,"60","25","35",25,0,5,7,6,6,7,6,77,90,"negOutgroup","neg",1,4.7,4.8,1,2.41176470588235,0,"rep",6,3,3,85,76
"835",835,"R_3j2qpyMXOfhUld7",6,"3800","100","100",32,1,4,7,5,5,4,4,73,73,"negOutgroup","neg",1,4,4.3,1,3.47058823529412,0,"rep",13,6,7,73,67
"836",836,"R_3J8BTdUz1553o1Q",7,"9500","3000","3000",37,0,4,2,5,3,3,4,50,94,"posIngroup","pos",1,5.1,5.3,1,2.05882352941176,1,"rep",33,16,17,66,66
"837",837,"R_3JELd0algQzoYmM",5,"4","0","2",26,0,3,7,6,2,2,7,81,90,"negOutgroup","neg",1,3.3,4.6,0,4.23529411764706,0,"rep",18,10,8,60,67
"838",838,"R_3JeMVTJOBNCt0T7",4,"510","10","5",44,1,1,4,6,6,7,7,41,84,"posIngroup","pos",3,3.8,5.2,1,3.17647058823529,0,"rep",6,4,2,50,67
"839",839,"R_3JmUIhmzGnFBHdv",2,"850","300","65",27,0,4,0,7,7,4,6,84,21,"posIngroup","pos",1,3.6,4,1,2.23529411764706,0,"rep",7,0,7,84,71
"840",840,"R_3JzahueXwsjhqch",4,"1000","50","50",50,0,4,2,5,2,2,5,30,80,"negIngroup","neg",2,3.1,3,1,2.11764705882353,0,"rep",5,3,2,69,61
"841",841,"R_3KD7E0pVZuxSqgU",7,"5000","1000","100",32,0,2,4,6,2,4,5,50,51,"posIngroup","pos",3,5.8,5.5,1,3.58823529411765,0,"rep",6,3,3,76,60
"842",842,"R_3kMlM6iUQ2jpRct",7,"9000","3000","4500",54,0,3,2,7,1,1,7,50,50,"posOutgroup","pos",2,5.5,6.4,0,3.05882352941176,0,"rep",2,2,0,70,60
"843",843,"R_3kNGNxkzTcBdFSc",7,"1000","100","100",43,0,4,7,7,1,1,7,66,80,"posOutgroup","pos",1,5.8,7,0,2.52941176470588,0,"rep",2,2,0,80,75
"844",844,"R_3kvakotKmTX5o3q",6,"2500","50","50",22,0,4,7,5,6,4,4,26,79,"negIngroup","neg",3,NA,2.2,0,3.23529411764706,1,"rep",34,14,20,65,75
"846",846,"R_3ltfpRnoSEBp8hH",7,"1000","300","400",20,1,3,7,5,4,4,4,68,68,"posIngroup","pos",2,3.1,4.6,1,3.82352941176471,0,"rep",5,3,2,62,68
"847",847,"R_3LXZwMyfXBXG2ME",5,"950","300","500",39,0,3,2,5,3,3,7,43,51,"posOutgroup","pos",3,4.8,5.6,1,3.41176470588235,0,"rep",12,6,6,62,58
"848",848,"R_3m3Q2V29OcGWLcl",6,"2000","200","300",28,1,4,3,7,6,6,7,52,70,"posOutgroup","pos",3,4.6,4.2,1,3.11764705882353,0,"rep",2,1,1,67,49
"849",849,"R_3m4rBRSaRDjGtjq",7,"3500","200","1000",23,0,4,7,5,5,6,5,51,74,"negIngroup","neg",2,2.2,6.4,0,3.05882352941176,1,"rep",20,10,10,61,56
"850",850,"R_3m8KrVcU0HEz8C0",6,"140","5","25",65,0,4,2,6,4,3,5,18,71,"negOutgroup","neg",1,4,4.8,1,4.11764705882353,0,"rep",6,4,2,71,65
"851",851,"R_3m9qKSvY7yrlSln",5,"2000","200","700",56,1,4,4,5,3,3,5,60,55,"posIngroup","pos",2,4.8,2.3,1,2.58823529411765,0,"rep",4,4,0,70,76
"852",852,"R_3MbecC7pcyvMjOr",4,"150","25","2",29,1,4,3,6,5,4,5,80,40,"posOutgroup","pos",3,4.1,4.2,2,3.23529411764706,0,"rep",4,0,4,70,70
"853",853,"R_3mdxHPPtEbR27sV",6,"2000","0","0",69,1,3,1,6,1,1,6,51,52,"negIngroup","neg",1,5,4.5,0,2.88235294117647,0,"rep",10,5,5,60,28
"854",854,"R_3MKVPoZ6gcisKXC",5,"3000","500","1000",30,1,4,7,7,1,2,4,50,50,"negOutgroup","neg",2,4.4,3.3,1,2.82352941176471,0,"rep",21,11,10,62,59
"855",855,"R_3Mmm9Fnu8aQcAHB",7,"35","2","1",30,1,4,7,5,6,5,5,60,42,"negIngroup","neg",1,5.1,4.5,1,2.17647058823529,1,"rep",16,9,7,55,65
"856",856,"R_3MnBFtVRbgUrdce",7,"600","100","200",45,0,1,2,6,3,3,7,51,51,"negIngroup","neg",2,5.3,3.3,0,3.94117647058824,0,"rep",6,3,3,64,88
"857",857,"R_3MosmjX99jefrRg",7,"12000","100","100",40,0,5,7,6,1,1,6,69,58,"posOutgroup","pos",1,5.2,4.4,1,3.58823529411765,0,"rep",20,10,10,72,65
"858",858,"R_3Mta0rzTkMmMr2A",1,"80","100","50",26,0,5,5,6,6,7,6,86,97,"negOutgroup","neg",2,NA,4.1,1,2.94117647058824,0,"rep",6,3,3,90,100
"859",859,"R_3MtByl1OFRMyPqz",5,"50","20","20",28,1,4,5,6,4,6,5,64,55,"posOutgroup","pos",3,5.1,4.1,2,2.58823529411765,0,"rep",10,5,5,62,73
"860",860,"R_3nbYJUcQOysMfgY",6,"5100","2000","1500",39,1,4,7,5,1,1,5,48,41,"posOutgroup","pos",1,4.1,4.5,0,3.76470588235294,0,"rep",22,12,10,67,64
"861",861,"R_3njEb7Nya3srv0T",6,"100","5","20",34,0,1,3,7,1,1,7,0,100,"posOutgroup","pos",3,4.1,3.9,0,4.17647058823529,0,"rep",45,41,4,75,59
"862",862,"R_3nlAAYZKPKHV2x7",6,"130000","100","500",45,1,2,7,7,2,2,7,29,70,"negIngroup","neg",2,4.7,4.8,1,4.17647058823529,0,"rep",10,5,5,72,74
"863",863,"R_3NxrYljMigp1Ps2",7,"850","40","500",43,1,2,7,5,3,2,4,57,67,"posOutgroup","pos",1,5,4.5,1,4.05882352941176,0,"rep",5,1,4,62,62
"864",864,"R_3OdDxyMnnNjXrbN",6,"4000","20","25",60,0,4,7,6,4,3,5,91,85,"posIngroup","pos",3,5.5,5.6,1,3.52941176470588,0,"rep",4,3,1,65,54
"865",865,"R_3Ofw9tUmNh722j8",6,"30","10","2",28,1,4,6,6,5,6,6,71,82,"negIngroup","neg",3,4.1,4.4,2,3,0,"rep",8,4,4,86,63
"866",866,"R_3OiDnmaq1YXslTK",6,"9500","20","20",62,1,6,7,6,1,1,7,30,61,"negIngroup","neg",1,4.9,4.2,0,NA,0,"rep",15,9,6,60,65
"867",867,"R_3OkOMRTUfgiQx0A",7,"1000","100","100",43,0,4,7,7,1,1,7,51,73,"negOutgroup","neg",3,5.8,6.4,0,2.82352941176471,0,"rep",6,3,3,85,65
"868",868,"R_3OrhJ9DOam9lIQ9",5,"150","5","10",25,0,5,7,6,5,7,6,78,89,"negOutgroup","neg",3,4.2,4.4,1,2.52941176470588,0,"rep",5,3,2,60,67
"869",869,"R_3PCetTQoDpWnvkp",7,"10000","N/A","N/A",47,0,1,6,5,1,1,7,50,50,"negOutgroup","neg",3,5.5,5.5,0,2.17647058823529,0,"rep",13,7,6,75,58
"870",870,"R_3pciEEbQzb4J3dz",6,"1000","50","200",48,0,4,5,5,3,4,4,40,70,"negOutgroup","neg",1,4.6,2.7,1,1.47058823529412,0,"rep",8,5,3,51,63
"871",871,"R_3PgxztwRLmCwFeW",4,"50","20","30",25,1,4,7,7,6,5,5,65,63,"negOutgroup","neg",2,NA,3.3,1,2.76470588235294,0,"rep",19,12,7,16,27
"872",872,"R_3phzjhMdAaheFft",5,"153,731","unknown","varies along different statistic spans",41,1,3,0,7,6,6,6,83,84,"negIngroup","neg",2,2.3,5.3,1,2.94117647058824,1,"rep",21,12,9,21,95
"873",873,"R_3puwKasrVtvXMTP",6,"11000","200","150",34,0,1,6,5,4,4,3,62,80,"negIngroup","neg",1,4.6,5.4,0,4.29411764705882,0,"rep",14,13,1,56,75
"874",874,"R_3Q5LZS1NTcncxW1",6,"yes","10","4",29,1,4,4,7,6,5,5,75,77,"negIngroup","neg",1,4.1,4,1,2.88235294117647,0,"rep",12,6,6,97,100
"875",875,"R_3q8xKfUHChZE0nV",7,"20","3","4",37,1,5,7,5,6,6,5,66,44,"posIngroup","pos",1,4.2,5,0,3.47058823529412,1,"rep",5,5,0,40,70
"876",876,"R_3QFxeKbFmRjgCH0",6,"21000","600","2",52,1,4,2,5,2,2,5,39,66,"posOutgroup","pos",1,4.2,4.3,2,3.58823529411765,0,"rep",2,2,0,51,39
"877",877,"R_3QPNpgrG5hoFH0C",6,"2","2","2",25,0,5,6,6,6,5,6,64,82,"negIngroup","neg",3,4.1,3.9,1,2.35294117647059,0,"rep",5,3,2,97,87
"878",878,"R_3qQkoIEeBFT9Zc6",7,"10","30","20",28,1,4,7,6,6,5,6,68,59,"posIngroup","pos",1,4.3,4.1,1,2.94117647058824,0,"rep",37,21,16,74,50
"879",879,"R_3qqys0UHBflBnmw",6,"500","100","50",23,1,3,5,6,3,2,6,50,50,"negOutgroup","neg",3,3.5,3.7,1,3,1,"rep",6,2,4,60,50
"880",880,"R_3qwIMPT5hkX2U5E",5,"125","5","3",30,1,1,6,7,3,1,5,10,91,"posOutgroup","pos",1,1.6,2,0,4.17647058823529,1,"rep",5,3,2,62,70
"881",881,"R_3QXCt2UbxNXZ0fs",6,"1800","2","10",63,1,3,7,6,4,4,6,56,60,"posOutgroup","pos",3,3.8,4.2,1,4,0,"rep",1,0,1,80,45
